4.744079853409323699e-01,4.122494031332995523e-01,9.839813277438314021e-01,-1.527437454347406076e+00,1.802571461780572148e+00,-1.079090960163078039e+00,1.903011205110824097e-02,9.736806227967744753e-01,1.660199829714712028e+00,7.939723246075183760e-02
-4.354568570160168295e-01,4.945816902565512013e-02,-8.774377406143503144e-01,-1.555419997567454304e+00,1.177205274720746209e+00,-2.339941757848941872e+00,8.360291773068513344e-01,-3.006139769431532272e-01,8.505719608820295763e-01,8.512290643050433037e-01
-1.280785243122118722e+00,-2.830904859483209357e+00,-4.235634126343225669e-01,1.430029192356962742e-01,-2.539166337093921588e-01,-4.791295733314412941e-01,1.112183282912553084e+00,-1.469207381268491819e+00,2.159374144553175334e+00,-1.040493862891039845e+00
3.001778549705539922e-01,-1.403444324764531181e+00,2.184467797711256432e-01,4.640962869698171400e-01,1.793774609183953039e+00,-5.703000319288510367e-01,1.575398902829635295e-01,-9.682955141318682069e-01,3.205264926840736273e-01,-3.393361187436243487e-01
5.950094966518468809e-01,-3.371298583133180982e-02,1.893991747330220354e+00,-1.287161994274549637e-01,1.049125707201866931e+00,9.679562919991682723e-02,-7.507025386156883640e-01,6.654856715924011012e-02,1.141663385072714393e-01,6.681332993825049860e-01
-1.224479228923718743e+00,2.916662542758465676e-02,-1.661749602356306366e-01,6.015987706274920077e-01,-9.802329493486375833e-01,7.501117320272147060e-01,2.084527947884916299e-01,-9.596743174455022451e-01,5.109615849269990573e-01,5.068073548498859271e-01
-5.544705138146752699e-01,1.071255790576831401e+00,-6.154546458184357860e-01,4.033734222450741785e-02,6.261425855272091390e-01,-5.685128778593920851e-01,2.758976535729287805e-01,-6.490586261676263291e-01,-4.083553666465921661e-01,-8.778505002944432256e-01
1.768594843098145963e+00,-8.436270036858332100e-01,5.119639407923698426e-01,-3.440116346706220130e-01,-7.712486805051298189e-02,-2.151767501499958435e+00,-4.102139706821154030e-01,-2.069188997522836804e+00,-7.502434088639529930e-02,5.128044141207104278e-01
-2.652987343263602665e-02,5.704844191568717582e-01,-1.704738159259167052e-01,4.720296069338753564e-01,-1.619579690770944769e+00,-9.956478024979615871e-01,1.989393941003028340e-02,-8.197870722181990200e-01,1.850233904743869839e-01,-4.048133207862367744e-01
4.260796536698535641e-01,-9.904563736837931343e-01,4.021671236655256498e-01,1.251765487297947788e+00,3.043284339467891564e-01,2.115874905946184964e-02,2.141243073497234584e-01,-2.343648767722897874e-01,-1.771164477277896054e+00,-2.144905622402627277e+00
1.927576003588603815e+00,-4.882624273263237030e-02,1.224070207830333518e-01,5.103064430182329136e-01,1.345756335870343046e+00,5.617044451329577734e-03,-1.300027224445315044e+00,1.727026721045307189e-01,-5.538057479433509261e-03,1.740341632618814804e+00
-7.513111136882430485e-02,4.812140013013211925e-01,7.862611467423468239e-03,1.410352582530499110e-01,1.336529998914357531e+00,-1.157933025094546542e+00,2.276611798440448531e-01,2.068074260707633005e+00,-3.781921542003699455e-01,1.101092540711220868e+00
1.895022115679233066e+00,1.842915446399058799e-01,-2.439121017073621611e-01,-1.917212471284067132e-01,-4.732171403294469503e-01,6.241552745569968197e-01,1.251770074943113986e+00,-9.843049353234684107e-01,-1.046097607552021636e+00,-9.653488198803499010e-02
-1.923241410407548369e+00,-9.733592457236460715e-01,1.219884677759352165e+00,1.576894123526675073e-01,-6.893090956685617998e-01,1.215897101184339135e+00,-2.243971286153387368e+00,7.491664536943462016e-01,-1.955063369888938862e-01,-1.364933301998432880e+00
-4.152845540953656323e-01,-1.760497201189900329e-01,-1.158959996041235563e+00,2.277706822202797188e+00,9.951943381036038039e-01,6.941992064543965890e-01,-5.906888030938007850e-01,-1.936528734700969867e+00,-1.657451306996603257e+00,-9.018763939164915755e-02
-4.111006126854785947e-01,1.158112360310254774e+00,1.333816802057527229e-01,-1.158218996441831017e+00,-1.760147956021608229e+00,7.343220310849229993e-01,-5.017843654337302839e-01,5.301135579836793177e-01,-1.092044131637300630e+00,1.697079989506291575e+00
-1.102178523706623947e-01,8.051114017822132984e-01,-1.521875109606011023e+00,-1.090564484503255605e+00,2.833358232341483540e-01,-7.572320466184032650e-01,-1.991823617352518783e+00,-5.132706874966912469e-01,1.339009390035473368e+00,3.196053801107765491e-01
7.935880788485318860e-01,1.869437813511471147e-01,-2.051842042766241825e+00,1.900368313342560012e-01,-8.311040780778982118e-01,2.913147440287362500e-01,7.052129111683366203e-01,-1.547734018023062319e+00,6.748351864738799666e-01,2.613332827902373201e-01
-2.150714823507500650e+00,1.910095907430772622e+00,6.222506946162403851e-01,4.560073870500353510e-01,1.548372220648775444e-01,-8.519484629230442696e-01,6.174901238157901595e-01,-1.316713057434173217e+00,3.286824018704055383e-01,1.089973513895804880e+00
-4.663241475271540093e-01,3.064913483993915166e-01,-2.038356865478455848e+00,-5.559956362018350084e-01,-2.110715653512490464e-01,-1.476934480710238695e+00,-1.494037751155391724e+00,-4.435693554554822060e-01,3.426841036348038383e-01,-1.644273909359179608e+00
1.235472675205582904e+00,2.019550062716480632e+00,-3.581342150742333752e-01,-1.582262253825271525e+00,1.769777704531101614e+00,1.000766928997887328e+00,-1.104461315277884159e+00,-6.967146066381117997e-01,-1.047550211083787763e+00,-6.080973927055097761e-01
1.434556069774198583e+00,6.764181923030863908e-02,-4.474695238001871189e-01,1.100445779881337849e+00,3.431360669559992416e-01,1.166663380290251739e+00,3.737944624666426630e-01,7.575902451390315040e-02,1.450146248687945727e+00,7.639400094489618986e-01
-2.405822462083938573e-01,2.388052575579342404e-02,2.243672902209583597e+00,-1.389664325145016033e+00,4.069610827956212096e-01,2.261583060635375730e+00,5.499159407651040832e-01,-4.880147184487922396e-01,-3.857454066855187103e-01,-5.963536429551455909e-01
-4.298542155038886925e-02,-1.655056461793543043e+00,-8.384294879166036274e-02,-1.154716839878326518e+00,-7.072311383197842360e-01,-1.712777599435130416e+00,7.140249453990827888e-01,3.221764247508662193e-01,1.500722382162638979e+00,-3.101902154886656549e-01
